Campeonato,Data,Time da casa,Time visitante,Formação,Técnico,Resultado,Gols Casa,Gols Visitante,Nome Time Vitorioso
Campeonato Paulista,qui 16/01/25,Santos,Mirassol,4-3-3 ofensivo,Eduardo Barroca,2:1,2,1,Santos
Campeonato Paulista,dom 19/01/25,Mirassol,Água Santa,4-2-3-1,Eduardo Barroca,6:0,6,0,Mirassol
Campeonato Paulista,qui 23/01/25,São Bernardo,Mirassol,4-2-3-1,Eduardo Barroca,1:2,1,2,Mirassol
Campeonato Paulista,dom 26/01/25,Mirassol,Portuguesa,4-2-3-1,Eduardo Barroca,2:1,2,1,Mirassol
Campeonato Paulista,qua 29/01/25,Mirassol,Guarani,4-2-3-1,Eduardo Barroca,3:2,3,2,Mirassol
Campeonato Paulista,sáb 01/02/25,Velo Clube,Mirassol,4-2-3-1,Eduardo Barroca,0:1,0,1,Mirassol
Campeonato Paulista,qua 05/02/25,São Paulo,Mirassol,4-2-3-1,Eduardo Barroca,4:1,4,1,São Paulo
Campeonato Paulista,sáb 08/02/25,Mirassol,Noroeste,4-2-3-1,Eduardo Barroca,1:1,1,1,Empate
Campeonato Paulista,qua 12/02/25,Mirassol,Ponte Preta,4-2-3-1,Eduardo Barroca,1:2,1,2,Ponte Preta
