Campeonato,Data,Time da casa,Time visitante,Formação,Técnico,Resultado,Gols Casa,Gols Visitante,Nome Time Vitorioso
Campeonato Paulista,qua 15/01/25,Palmeiras,Portuguesa,4-3-3 ofensivo,Abel Ferreira,2:0,2,0,Palmeiras
Campeonato Paulista,sáb 18/01/25,Noroeste,Palmeiras,3-4-3 plano,Abel Ferreira,1:1,1,1,Empate
Campeonato Paulista,qua 22/01/25,Santos,Palmeiras,4-2-3-1,Abel Ferreira,1:2,1,2,Palmeiras
Campeonato Paulista,sáb 25/01/25,Palmeiras,Novorizontino,4-2-3-1,Abel Ferreira,1:2,1,2,Novorizontino
Campeonato Paulista,ter 28/01/25,Palmeiras,Bragantino,4-2-3-1,Abel Ferreira,0:0,0,0,Empate
Campeonato Paulista,dom 02/02/25,Guarani,Palmeiras,4-2-3-1,Abel Ferreira,1:4,1,4,Palmeiras
Campeonato Paulista,qui 06/02/25,Palmeiras,Corinthians,3-4-3 plano,Abel Ferreira,1:1,1,1,Empate
Campeonato Paulista,dom 09/02/25,Água Santa,Palmeiras,3-1-4-2,Abel Ferreira,1:1,1,1,Empate
Campeonato Paulista,qui 13/02/25,Inter Limeira,Palmeiras,4-1-3-2,Abel Ferreira,0:3,0,3,Palmeiras
