Campeonato,Data,Time da casa,Time visitante,Formação,Técnico,Resultado,Gols Casa,Gols Visitante,Nome Time Vitorioso
Copa Sul-Americana,qua 15/05/24,Boca Juniors,Fortaleza,4-4-2,Juan Pablo Vojvoda,1:1,1,1,Empate
Copa do Brasil,ter 21/05/24,Vasco da Gama,Fortaleza,4-4-2 duplo 6,Juan Pablo Vojvoda,3:3,3,3,Empate
Copa do Nordeste - Fase Final,dom 26/05/24,Sport,Fortaleza,4-4-2,Juan Pablo Vojvoda,1:4,1,4,Fortaleza
Copa Sul-Americana,qua 29/05/24,Fortaleza,Trinidense,3-5-2 plano,Juan Pablo Vojvoda,2:1,2,1,Fortaleza
Campeonato Brasileiro Série A,dom 02/06/24,Fortaleza,Athletico-PR,4-3-3 ofensivo,Juan Pablo Vojvoda,1:0,1,0,Fortaleza
Copa do Nordeste - Fase Final,qua 05/06/24,Fortaleza,CRB,4-2-3-1,Juan Pablo Vojvoda,2:0,2,0,Fortaleza
Copa do Nordeste - Fase Final,dom 09/06/24,CRB,Fortaleza,4-4-2,Juan Pablo Vojvoda,0:0,0,0,Empate
Campeonato Brasileiro Série A,qui 13/06/24,Bahia,Fortaleza,4-3-3 ofensivo,Juan Pablo Vojvoda,1:0,1,0,Bahia
Campeonato Brasileiro Série A,dom 16/06/24,Cuiabá,Fortaleza,4-2-3-1,Juan Pablo Vojvoda,5:0,5,0,Cuiabá
Campeonato Brasileiro Série A,qua 19/06/24,Fortaleza,Grêmio,4-2-3-1,Juan Pablo Vojvoda,1:0,1,0,Fortaleza
Campeonato Brasileiro Série A,dom 23/06/24,Atlético-MG,Fortaleza,4-2-3-1,Juan Pablo Vojvoda,1:1,1,1,Empate
Campeonato Brasileiro Série A,qua 26/06/24,Fortaleza,Palmeiras,4-2-3-1,Juan Pablo Vojvoda,3:0,3,0,Fortaleza
Campeonato Brasileiro Série A,dom 30/06/24,Fortaleza,Juventude,4-2-3-1,Juan Pablo Vojvoda,2:1,2,1,Fortaleza
Campeonato Brasileiro Série A,qua 03/07/24,Vasco da Gama,Fortaleza,4-2-3-1,Juan Pablo Vojvoda,2:0,2,0,Vasco da Gama
Campeonato Brasileiro Série A,dom 07/07/24,Fortaleza,Fluminense,4-2-3-1,Juan Pablo Vojvoda,1:0,1,0,Fortaleza
Campeonato Brasileiro Série A,qui 11/07/24,Flamengo,Fortaleza,4-2-3-1,Juan Pablo Vojvoda,1:2,1,2,Fortaleza
Campeonato Brasileiro Série A,qua 17/07/24,Fortaleza,Vitória,4-2-3-1,Juan Pablo Vojvoda,3:1,3,1,Fortaleza
Campeonato Brasileiro Série A,dom 21/07/24,Fortaleza,Atlético-GO,4-2-3-1,Juan Pablo Vojvoda,3:1,3,1,Fortaleza
Campeonato Brasileiro Série A,qua 24/07/24,Criciúma,Fortaleza,4-2-3-1,Juan Pablo Vojvoda,1:1,1,1,Empate
Campeonato Brasileiro Série A,sáb 27/07/24,Fortaleza,São Paulo,4-2-3-1,Juan Pablo Vojvoda,1:0,1,0,Fortaleza
Campeonato Brasileiro Série A,seg 05/08/24,Cruzeiro,Fortaleza,4-2-3-1,Juan Pablo Vojvoda,1:2,1,2,Fortaleza
Campeonato Brasileiro Série A,sáb 10/08/24,Fortaleza,Criciúma,4-2-3-1,Juan Pablo Vojvoda,1:0,1,0,Fortaleza
Copa Sul-Americana,qua 14/08/24,Rosario Central,Fortaleza,4-2-3-1,Juan Pablo Vojvoda,1:1,1,1,Empate
Campeonato Brasileiro Série A,sáb 17/08/24,Bragantino,Fortaleza,4-2-3-1,Juan Pablo Vojvoda,1:2,1,2,Fortaleza
Copa Sul-Americana,qua 21/08/24,Fortaleza,Rosario Central,4-2-3-1,Juan Pablo Vojvoda,3:1,3,1,Fortaleza
Campeonato Brasileiro Série A,dom 25/08/24,Fortaleza,Corinthians,4-2-3-1,Juan Pablo Vojvoda,1:0,1,0,Fortaleza
Campeonato Brasileiro Série A,sáb 31/08/24,Botafogo,Fortaleza,4-2-3-1,Juan Pablo Vojvoda,2:0,2,0,Botafogo
Campeonato Brasileiro Série A,qua 11/09/24,Internacional,Fortaleza,4-2-3-1,Juan Pablo Vojvoda,2:1,2,1,Internacional
Campeonato Brasileiro Série A,sáb 14/09/24,Athletico-PR,Fortaleza,4-2-3-1,Juan Pablo Vojvoda,1:1,1,1,Empate
Copa Sul-Americana,ter 17/09/24,Fortaleza,Corinthians,4-2-3-1,Juan Pablo Vojvoda,0:2,0,2,Corinthians
Campeonato Brasileiro Série A,sáb 21/09/24,Fortaleza,Bahia,4-2-3-1,Juan Pablo Vojvoda,4:1,4,1,Fortaleza
Copa Sul-Americana,ter 24/09/24,Corinthians,Fortaleza,4-4-2 duplo 6,Juan Pablo Vojvoda,3:0,3,0,Corinthians
Campeonato Brasileiro Série A,dom 29/09/24,Fortaleza,Cuiabá,4-2-3-1,Juan Pablo Vojvoda,1:0,1,0,Fortaleza
Campeonato Brasileiro Série A,sex 04/10/24,Grêmio,Fortaleza,4-2-3-1,Juan Pablo Vojvoda,3:1,3,1,Grêmio
Campeonato Brasileiro Série A,qua 16/10/24,Fortaleza,Atlético-MG,4-2-3-1,Juan Pablo Vojvoda,1:1,1,1,Empate
Campeonato Brasileiro Série A,sáb 26/10/24,Palmeiras,Fortaleza,3-1-4-2,Juan Pablo Vojvoda,2:2,2,2,Empate
