Campeonato,Data,Time da casa,Time visitante,Formação,Técnico,Resultado,Gols Casa,Gols Visitante,Nome Time Vitorioso
Campeonato Paulista,qui 16/01/25,Bragantino,Corinthians,4-3-3 ofensivo,Ramón Díaz,1:2,1,2,Corinthians
Campeonato Paulista,dom 19/01/25,Corinthians,Velo Clube,4-4-2 losango,Ramón Díaz,2:1,2,1,Corinthians
Campeonato Paulista,qua 22/01/25,Corinthians,Água Santa,4-4-2,Ramón Díaz,2:1,2,1,Corinthians
Campeonato Paulista,dom 26/01/25,São Paulo,Corinthians,4-3-1-2,Ramón Díaz,3:1,3,1,São Paulo
Campeonato Paulista,qua 29/01/25,Ponte Preta,Corinthians,4-3-3 ofensivo,Ramón Díaz,0:1,0,1,Corinthians
Campeonato Paulista,sáb 01/02/25,Corinthians,Noroeste,4-4-2 losango,Ramón Díaz,2:1,2,1,Corinthians
Campeonato Paulista,seg 03/02/25,Novorizontino,Corinthians,4-3-1-2,Ramón Díaz,0:1,0,1,Corinthians
Campeonato Paulista,qui 06/02/25,Palmeiras,Corinthians,4-3-1-2,Ramón Díaz,1:1,1,1,Empate
Campeonato Paulista,dom 09/02/25,Corinthians,São Bernardo,4-4-2 losango,Ramón Díaz,2:0,2,0,Corinthians
Campeonato Paulista,qua 12/02/25,Corinthians,Santos,4-3-1-2,Ramón Díaz,2:1,2,1,Corinthians
Campeonato Paulista,sáb 15/02/25,Portuguesa,Corinthians,4-3-1-2,Ramón Díaz,2:2,2,2,Empate
