Campeonato,Data,Time da casa,Time visitante,Formação,Técnico,Resultado,Gols Casa,Gols Visitante,Nome Time Vitorioso
Campeonato Carioca - Taça Rio,dom 10/03/24,Sampaio-RJ,Botafogo,4-1-4-1,Fábio Matias,1:2,1,2,Botafogo
Copa Libertadores,qua 13/03/24,Bragantino,Botafogo,4-2-3-1,Fábio Matias,1:1,1,1,Empate
Campeonato Carioca - Taça Rio,dom 17/03/24,Botafogo,Sampaio-RJ,4-3-3 ofensivo,Fábio Matias,2:1,2,1,Botafogo
Campeonato Carioca - Taça Rio,qua 27/03/24,Boavista,Botafogo,4-3-3 ofensivo,Fábio Matias,0:4,0,4,Botafogo
Campeonato Carioca - Taça Rio,dom 31/03/24,Botafogo,Boavista,4-3-3 ofensivo,Fábio Matias,2:0,2,0,Botafogo
Copa Libertadores,qua 03/04/24,Botafogo,Junior FC,4-3-3 ofensivo,Fábio Matias,1:3,1,3,Junior FC
Copa Libertadores,qui 11/04/24,LDU Quito,Botafogo,4-4-2,Artur Jorge,1:0,1,0,LDU Quito
Campeonato Brasileiro Série A,dom 14/04/24,Cruzeiro,Botafogo,4-4-2,Artur Jorge,3:2,3,2,Cruzeiro
Campeonato Brasileiro Série A,qui 18/04/24,Botafogo,Atlético-GO,4-4-2 duplo 6,Artur Jorge,1:0,1,0,Botafogo
Campeonato Brasileiro Série A,dom 21/04/24,Botafogo,Juventude,4-4-2,Artur Jorge,5:1,5,1,Botafogo
Copa Libertadores,qua 24/04/24,Botafogo,Universitario,4-4-2 duplo 6,Artur Jorge,3:1,3,1,Botafogo
Campeonato Brasileiro Série A,dom 28/04/24,Flamengo,Botafogo,4-4-2,Artur Jorge,0:2,0,2,Botafogo
Copa do Brasil,qui 02/05/24,Botafogo,Vitória,4-4-2,Artur Jorge,1:0,1,0,Botafogo
Campeonato Brasileiro Série A,dom 05/05/24,Botafogo,Bahia,4-2-3-1,Artur Jorge,1:2,1,2,Bahia
Copa Libertadores,qua 08/05/24,Botafogo,LDU Quito,4-2-3-1,Artur Jorge,2:1,2,1,Botafogo
Campeonato Brasileiro Série A,dom 12/05/24,Fortaleza,Botafogo,4-2-3-1,Artur Jorge,1:1,1,1,Empate
Copa Libertadores,qui 16/05/24,Universitario,Botafogo,4-2-3-1,Artur Jorge,0:1,0,1,Botafogo
Copa do Brasil,qua 22/05/24,Vitória,Botafogo,4-2-3-1,Artur Jorge,1:2,1,2,Botafogo
Copa Libertadores,ter 28/05/24,Junior FC,Botafogo,4-2-3-1,Artur Jorge,0:0,0,0,Empate
Campeonato Brasileiro Série A,sáb 01/06/24,Corinthians,Botafogo,4-2-3-1,Artur Jorge,0:1,0,1,Botafogo
Campeonato Brasileiro Série A,ter 11/06/24,Botafogo,Fluminense,4-4-1-1,Artur Jorge,1:0,1,0,Botafogo
Campeonato Brasileiro Série A,dom 16/06/24,Grêmio,Botafogo,4-2-3-1,Artur Jorge,1:2,1,2,Botafogo
Campeonato Brasileiro Série A,qua 19/06/24,Botafogo,Athletico-PR,4-2-3-1,Artur Jorge,1:1,1,1,Empate
Campeonato Brasileiro Série A,sáb 22/06/24,Criciúma,Botafogo,4-4-2,Artur Jorge,2:1,2,1,Criciúma
Campeonato Brasileiro Série A,qua 26/06/24,Botafogo,Bragantino,4-2-3-1,Artur Jorge,2:1,2,1,Botafogo
Campeonato Brasileiro Série A,sáb 29/06/24,Vasco da Gama,Botafogo,4-4-2,Artur Jorge,1:1,1,1,Empate
Campeonato Brasileiro Série A,qua 03/07/24,Cuiabá,Botafogo,4-4-2,Artur Jorge,1:2,1,2,Botafogo
Campeonato Brasileiro Série A,dom 07/07/24,Botafogo,Atlético-MG,4-2-3-1,Artur Jorge,3:0,3,0,Botafogo
Campeonato Brasileiro Série A,qui 11/07/24,Vitória,Botafogo,4-4-2,Artur Jorge,0:1,0,1,Botafogo
Campeonato Brasileiro Série A,qua 17/07/24,Botafogo,Palmeiras,4-2-3-1,Artur Jorge,1:0,1,0,Botafogo
Campeonato Brasileiro Série A,sáb 20/07/24,Botafogo,Internacional,4-4-2 duplo 6,Artur Jorge,1:0,1,0,Botafogo
Campeonato Brasileiro Série A,qua 24/07/24,São Paulo,Botafogo,4-2-3-1,Artur Jorge,2:2,2,2,Empate
Campeonato Brasileiro Série A,sáb 27/07/24,Botafogo,Cruzeiro,4-4-2,Artur Jorge,0:3,0,3,Cruzeiro
Copa do Brasil,ter 30/07/24,Botafogo,Bahia,4-2-3-1,Artur Jorge,1:1,1,1,Empate
Campeonato Brasileiro Série A,sáb 03/08/24,Atlético-GO,Botafogo,4-4-2,Artur Jorge,1:4,1,4,Botafogo
Copa do Brasil,qua 07/08/24,Bahia,Botafogo,4-2-3-1,Artur Jorge,1:0,1,0,Bahia
Campeonato Brasileiro Série A,dom 11/08/24,Juventude,Botafogo,4-2-3-1,Artur Jorge,3:2,3,2,Juventude
Copa Libertadores,qua 14/08/24,Botafogo,Palmeiras,4-2-3-1,Artur Jorge,2:1,2,1,Botafogo
Campeonato Brasileiro Série A,dom 18/08/24,Botafogo,Flamengo,4-2-3-1,Artur Jorge,4:1,4,1,Botafogo
Copa Libertadores,qua 21/08/24,Palmeiras,Botafogo,4-2-3-1,Artur Jorge,2:2,2,2,Empate
Campeonato Brasileiro Série A,dom 25/08/24,Bahia,Botafogo,4-2-3-1,Artur Jorge,0:0,0,0,Empate
Campeonato Brasileiro Série A,sáb 31/08/24,Botafogo,Fortaleza,4-2-3-1,Artur Jorge,2:0,2,0,Botafogo
Campeonato Brasileiro Série A,sáb 14/09/24,Botafogo,Corinthians,4-2-3-1,Artur Jorge,2:1,2,1,Botafogo
Copa Libertadores,qua 18/09/24,Botafogo,São Paulo,4-2-3-1,Artur Jorge,0:0,0,0,Empate
Campeonato Brasileiro Série A,sáb 21/09/24,Fluminense,Botafogo,4-2-3-1,Artur Jorge,0:1,0,1,Botafogo
Copa Libertadores,qua 25/09/24,São Paulo,Botafogo,4-2-3-1,Artur Jorge,1:1,1,1,Empate
Campeonato Brasileiro Série A,sáb 28/09/24,Botafogo,Grêmio,4-2-3-1,Artur Jorge,0:0,0,0,Empate
Campeonato Brasileiro Série A,sáb 05/10/24,Athletico-PR,Botafogo,4-2-3-1,Artur Jorge,0:1,0,1,Botafogo
Campeonato Brasileiro Série A,sex 18/10/24,Botafogo,Criciúma,3-4-3 plano,Artur Jorge,1:1,1,1,Empate
