Campeonato,Data,Time da casa,Time visitante,Formação,Técnico,Resultado,Gols Casa,Gols Visitante,Nome Time Vitorioso
Copa Libertadores,qui 16/05/24,Fluminense,Cerro Porteño,4-2-3-1,Fernando Diniz,2:1,2,1,Fluminense
Copa do Brasil,qua 22/05/24,Fluminense,Sampaio Corrêa,4-2-3-1,Fernando Diniz,2:0,2,0,Fluminense
Copa Libertadores,qua 29/05/24,Fluminense,Alianza Lima,4-2-3-1,Fernando Diniz,3:2,3,2,Fluminense
Campeonato Brasileiro Série A,sáb 01/06/24,Fluminense,Juventude,4-2-3-1,Fernando Diniz,1:1,1,1,Empate
Campeonato Brasileiro Série A,ter 11/06/24,Botafogo,Fluminense,4-2-3-1,Fernando Diniz,1:0,1,0,Botafogo
Campeonato Brasileiro Série A,sáb 15/06/24,Fluminense,Atlético-GO,4-2-3-1,Fernando Diniz,1:2,1,2,Atlético-GO
Campeonato Brasileiro Série A,qua 19/06/24,Cruzeiro,Fluminense,4-2-3-1,Fernando Diniz,2:0,2,0,Cruzeiro
Campeonato Brasileiro Série A,dom 23/06/24,Fluminense,Flamengo,4-4-2,Fernando Diniz,0:1,0,1,Flamengo
Campeonato Brasileiro Série A,qui 27/06/24,Fluminense,Vitória,4-2-3-1,Marcão,0:1,0,1,Vitória
Campeonato Brasileiro Série A,dom 30/06/24,Grêmio,Fluminense,3-4-2-1,Marcão,1:0,1,0,Grêmio
Campeonato Brasileiro Série A,qui 04/07/24,Fluminense,Internacional,4-2-3-1,Mano Menezes,1:1,1,1,Empate
Campeonato Brasileiro Série A,dom 07/07/24,Fortaleza,Fluminense,4-2-3-1,Mano Menezes,1:0,1,0,Fortaleza
Campeonato Brasileiro Série A,qui 11/07/24,Criciúma,Fluminense,4-2-3-1,Mano Menezes,1:1,1,1,Empate
Campeonato Brasileiro Série A,dom 21/07/24,Cuiabá,Fluminense,4-5-1,Mano Menezes,0:1,0,1,Fluminense
Campeonato Brasileiro Série A,qua 24/07/24,Fluminense,Palmeiras,4-2-3-1,Mano Menezes,1:0,1,0,Fluminense
Campeonato Brasileiro Série A,dom 28/07/24,Bragantino,Fluminense,4-2-3-1,Mano Menezes,0:1,0,1,Fluminense
Copa do Brasil,qui 01/08/24,Juventude,Fluminense,4-4-1-1,Mano Menezes,3:2,3,2,Juventude
Campeonato Brasileiro Série A,dom 04/08/24,Fluminense,Bahia,4-2-3-1,Mano Menezes,1:0,1,0,Fluminense
Copa do Brasil,qua 07/08/24,Fluminense,Juventude,4-2-3-1,Mano Menezes,2:2,2,2,Empate
Campeonato Brasileiro Série A,sáb 10/08/24,Vasco da Gama,Fluminense,4-2-3-1,Mano Menezes,2:0,2,0,Vasco da Gama
Copa Libertadores,ter 13/08/24,Grêmio,Fluminense,4-3-1-2,Mano Menezes,2:1,2,1,Grêmio
Campeonato Brasileiro Série A,sáb 17/08/24,Fluminense,Corinthians,4-2-3-1,Mano Menezes,0:0,0,0,Empate
Copa Libertadores,ter 20/08/24,Fluminense,Grêmio,4-2-3-1,Mano Menezes,2:1,2,1,Fluminense
Campeonato Brasileiro Série A,sáb 24/08/24,Atlético-MG,Fluminense,4-2-3-1,Mano Menezes,0:2,0,2,Fluminense
Campeonato Brasileiro Série A,dom 01/09/24,Fluminense,São Paulo,4-2-3-1,Mano Menezes,2:0,2,0,Fluminense
Campeonato Brasileiro Série A,dom 15/09/24,Juventude,Fluminense,4-2-3-1,Mano Menezes,2:1,2,1,Juventude
Copa Libertadores,qua 18/09/24,Fluminense,Atlético-MG,4-2-3-1,Mano Menezes,1:0,1,0,Fluminense
Campeonato Brasileiro Série A,sáb 21/09/24,Fluminense,Botafogo,4-2-3-1,Mano Menezes,0:1,0,1,Botafogo
Copa Libertadores,qua 25/09/24,Atlético-MG,Fluminense,4-2-3-1,Mano Menezes,2:0,2,0,Atlético-MG
Campeonato Brasileiro Série A,dom 29/09/24,Atlético-GO,Fluminense,4-2-3-1,Mano Menezes,1:0,1,0,Atlético-GO
Campeonato Brasileiro Série A,qui 03/10/24,Fluminense,Cruzeiro,4-2-3-1,Mano Menezes,1:0,1,0,Fluminense
Campeonato Brasileiro Série A,qui 17/10/24,Flamengo,Fluminense,4-3-3 defensivo,Mano Menezes,0:2,0,2,Fluminense
Campeonato Brasileiro Série A,ter 22/10/24,Fluminense,Athletico-PR,4-2-3-1,Mano Menezes,1:0,1,0,Fluminense
Campeonato Brasileiro Série A,sáb 26/10/24,Vitória,Fluminense,4-2-3-1,Mano Menezes,2:1,2,1,Vitória
Campeonato Brasileiro Série A,sex 01/11/24,Fluminense,Grêmio,4-2-3-1,Mano Menezes,2:2,2,2,Empate
Campeonato Brasileiro Série A,sex 08/11/24,Internacional,Fluminense,4-2-3-1,Mano Menezes,2:0,2,0,Internacional
Campeonato Brasileiro Série A,sex 22/11/24,Fluminense,Fortaleza,4-2-3-1,Mano Menezes,2:2,2,2,Empate
Campeonato Brasileiro Série A,ter 26/11/24,Fluminense,Criciúma,4-2-3-1,Mano Menezes,0:0,0,0,Empate
Campeonato Brasileiro Série A,dom 01/12/24,Athletico-PR,Fluminense,4-2-3-1,Mano Menezes,1:1,1,1,Empate
Campeonato Brasileiro Série A,qui 05/12/24,Fluminense,Cuiabá,4-2-3-1,Mano Menezes,1:0,1,0,Fluminense
Campeonato Brasileiro Série A,dom 08/12/24,Palmeiras,Fluminense,4-2-3-1,Mano Menezes,0:1,0,1,Fluminense
